DATE,STAR,LIKE,DISLIKE,TITLE,REVIEW
2021-04-25 06:12:43,1,0,0,사장님들 준비완료 속지마라,"다른 대행업체 배달시간마냥 50-60분 찍지말고 5분 찍고 기사 기다리게 하거나, 안잡히면 고객센터 전화해라

준비완료 버튼 개 호구버튼이라 아무 효과 없어서 배달지연으로 들어가지도 않는다

차리리 5분 찍고 기사 대기시키거나 기사 포기하고 딴데가도 괜찮다 고객센터 전화해서 배달 지연으로 재조리 환불해라"
2021-04-23 04:42:14,1,0,0,고객 정보는 소중하고 업주들은 그냥 병신취급함?,지들은 돈 벌면 다고 리뷰대응도 못해 반박도 못해 그렇다고 특정한명이 계속 처 시키면서 악플남겨도 가려서 받지도 못해 ㅋ 진짜 웃긴다 돈은 입점해있는 업주들한테서 일처리하나도 제대로 못해주고 심지어 기사는 음식이 나오고 15분씩지나서 옴 .글고 왜 짜증나게 초단위로 계산해서 매장 점수 매기는거죠? 바쁘면 수락이 늦을수도 있고 준비완료 못 누를수도 있고 조리시간 못 맞출수도 있는데  1초 1분을 따져서 점수 매기는건 웃기지 않나요? 그렇게 할려면 기사도 늦게 배정되면 안되는거고 늦게오면 안되는거 아닌가요? 지들은 말한거 하나도 안지키면서 업주들한테는 엄청 까다롭게 구네 진짜
2021-04-18 01:38:23,2,0,0,수량제한 잔여표시 품절임박 그런거는 어떻게 표시,해요?
2021-04-12 06:04:46,1,0,0,제발 좀 읽어주세요 ^^,"정식 기사들도 아니고 일반인이 배달하는데 기본 배달료가 5000원 ? 인사도 안하는 버르장머리 없는 사람들한테 저녁시간에 7000원 주는게 말이 된다고 생각하나요 ㅋㅋㅋㅋㅋㅋ 기업 이미지 살릴려고 쿠팡이츠 입점해 있는 자영업자는 죽이고 일반인들한테 좋은 평가 받고싶은가본데 스토어 별점이 2점도 안되면 변할생각을 해야지 그대로 방치도 너무 웃기네요 
자영업자들이 쿠팡이츠에 얼마나 입점하고 얼마나 빠져나가는지 평균 수치도 올려주시면 너무 감사하겠습니다 ^^ 단 돈 몇천원이라도 벌라고 남는거없이 장사하는데 쿠팡이츠 인터넷에 쳐봐요 좋은글 본적없음 일처리도 그냥 느린게 아니라 너무 느림 메뉴 수정은 대체 무슨 생각으로 이메일로 보내야하는건지 이해도 안감 별점 평균치 어떻게 계산 하냐고 고객센터에 물어봤더니 다른 곳은 다 알려주는데 내부 사정이라 알려줄수가없다네 계속 물어보니까 하는말 . 리뉴얼 다 있을텐데 ㅋㅋㅋㅋ 모른다고 ㅋㅋㅋ 제발 좀 정신차려주세요"
2021-04-12 02:48:55,1,0,0,써비스 0,배달 기사님들 오셔서 빨리 달라고 하시는건 기본이구요 자동으로 잠김되구요 배채 됐다 취소 되고. 17:16분에 음식 주문 했는데 7시까지 배차 됏다 춰소되고 머 어쩌라구요 고객은 이거 보구 음식주문 하는데 고객 센터 련락은 안되고 음식은 자 불어서 어떡하라는거에요 열받네요 진짜 이럴거면  쿠팡 옶어 졌으면 좋겠어요 코로나 땜에 힘들어 죽겠는데 ....
2021-04-12 01:16:52,1,0,0,쓰래기,"겉멋만 가득한 실무를 전혀 반영하지 못한 쓰래기 앱
공무원이 만들어도 이거보단 잘만들겠네요
업장들 입장은 1도 고려하지 않고 쿠팡 이미지만 좋게 만들어서 무슨 경쟁을 하신다고
규모 작은 횟집같은 경우 사장 혼자 음식 다 하는데 홀에 손님 음식도 해야하고 고기 바로바로 잡아서 나가려면 치타배달은 이미 포기. 
제철 횟감 반영하는것도 이메일 보내서 바꿔야 하고 악성이나 안좋은 리뷰에 댓글로 항변할 수도 없이 가게 이미지만 깎아먹고. 
배달팁도 일괄적으로 해야하니 고객들도 불만. 결국 가게 손해. 배x이 정말 대단한 회사라는걸 알려주려고 생긴 회사"
2021-04-08 20:16:44,1,0,0,그냥 하지마세요..,"장난합니까? 안그래도 국수인데 조리시간 40분이 넘어서도 안 오고 있습니다..
제가 직접 배달 간다고 하니까 주소도 못 알려주신다고 하네요 진짜 속이 터집니다;
이 주문 마지막으로 다시는 사용 안 합니다 ^^"
2021-04-07 22:24:35,1,0,0,어플 호환 개선좀...,가게 포스에 쿠팡이츠 프로그램 설치하고 휴대폰에도 하나 깔려있는데 휴대폰으로 주문받으면 포스에서 주문 알림음이 꺼져야될텐데 확인할때까지 안꺼짐.... 확인 한다해도 갑자기 또 폰에서 계속 울림... 이거 개선좀 해야될거같음
2021-04-03 19:42:23,1,0,0,진짜 별로예요,고객이랑 아무런 소통도 안돼고 매장잘못도 아닌데 기사가 늦게와서 늦은게 다 제탓이데고 별점 1점받고 그다음에 블라인드 처리하면 그게 무슨의미가 잇나요. 이미 그손님한텐 우리매장은 별 1개짜리 매장일텐데   광고를 너무 잘해놓으셔서 손님은 빨리 올꺼라고 믿고잇을텐데. 참 난감합니다
2021-03-30 00:24:33,1,0,0,주문 수락 시간,"타배달어플과 차별성을 두고 더 엄격하게 거른다는 취지는 알겠는데요 혼자 일하는 업장 입장에서는 30초 미만으로 유지하지 않으면 노출도가 떨어진다는 점이 너무 어렵고 스트레스 받네요. 베이커리 카페임에도 시간 맞추기 어렵습니다. 혼자 홀보고 손님 주문받다가 휴대폰 꺼내서 받을수도 없는 노릇이고요 일반 식당같은 곳은 오죽할까요,,말도 안되는 것 같아요. 개선 부탁드려요."
2021-03-25 13:19:51,2,0,0,알림음,"알림음 좀 많이 더 키워주시면 안되나요?
어플을 들어가야만 크게 울리던데 그정도 크기로 잠금화면이나 다른화면에서 알림뜰때 소리 나왔으면 좋겠어요. 
 매장이 시끄러운데도 있는데 
시끄러운 매장은 어떻게 듣고 어떻게 확인하란건지 원ㅠ 

 지금의 최대 소리보다 더 키워주세요."
2021-03-18 18:15:06,1,0,0,곧 망할꺼라는 소문이 있던데,"곧 철수한다는 쿠팡이츠
그만 욕먹고 빨리 끝내시죠...

치타배달인데 자전거 킥보드...
자동차...(신호 다지키는데 치타는 무슨..)

어디 영등포역에서 노숙하는 사람을 쓰는지...
우리 음식 가져다드리기도 쪽팔림...

딱봐도 악의적인 리뷰에 답글도 못다니
스트레스

손님과 매장의 입장 전혀없고 
지들도 마이너스인걸 왜 하는지"
2021-03-17 03:02:55,1,0,0,수락하기 버튼,"........
제발 좀 고쳐주세요
5번 수락하면 다른기기에서 처리되엇다고 뜨면서 수락되요;;;;;;;;;;;;;;; 해결법좀..."
2021-03-14 21:27:02,1,0,0,최악,너무불편해요 메뉴수정 바로 안되는거 왜 본인이 직접 수정을 못하게 하는건가요??? 그리고 준비시간 추가하면 뭐해요?? 배달 기사님은 몰라서 저는 20분으로 눌렀는데 기사님은 5분10분만에 바로오시고 준비완료 사용버튼 퍼센트 체크하는데 이미 기사님이 와버리셨는데 준비완료 버튼이 의미가 있나요???? 이렇게 불편하게 사용을 해야하나요???
2021-03-14 20:03:29,1,0,0,제발 알람 설정 끄면 그 거지같은 주문 소리 조 안들리게해라,내가 이 주문 알람 때문에 자다가 깬게 한 두번에 아닌데 도대체 이런거 수정할 생각은 있는건지 진심으로 궁금하다. 그리고 배달기사 교육 똑바로ㅠ안시킬거면 그냥 접고 나가라...... 예의도 없고 전문성도 없고 지가 뭘 어떻게 가져가야 하는지도 모르는 사람들 대가리 숫자만 많으면 뭐함?
2021-03-14 04:13:10,1,0,0,아 증말,"준비완료,수락,조리시간,등등으로 상위노출한다는데
라이더가 시간보다 십분일찍와서 도착완료 눌러버리면 가게에선 준비완료도 못누르고 이게 뭔 소용이 있는지 왜 만들었는지 이해를 못하것네
그리고 배달기사 쓰레빠 질질 끌고오고 자전거로 속도낸다고 흔들흔들... 관리좀하세여 이러니 계속 상점들 나가지"
2021-03-07 20:15:49,2,0,0,수정 수정 수정!!!!!!!!!!!!!,안드로이드에선 안그랫는데 아이폰에서는 주문 벨 한번 울리도 안울리네요 그래서 주문 놓친게 한두번이 아님 그리고 조리 시간도 화면 잠겻다 다시 켜지면 시간이 연속적으로 이어지지 않고 멈춰있음......
2021-03-07 04:26:24,1,0,0,당췌 주문 수락 버튼은 왜있는지..,"매장에서 수락을 안하면 핸드폰에서 대신 수락도 못해주고 주구장창 알림만 무한반복...
그럴꺼면 수락버튼이 왜 있는지 모르겟네요..."
2021-03-02 23:28:24,1,0,0,주문 수락률,솔직하게 품절되서 주문 못받은건데 수락률 떨어지는게 말이되는거에요?;;;
2021-02-24 21:03:38,1,0,0,쳐맞을래?,돈에 눈돌아소 이상한것 만들어놓고 사장들은 요즘 힘들어서 어쩔수없이 하지만 별 그지같은게 올라오네 ㅋㅋㅋㅋ
2021-02-24 16:41:37,1,0,0,거지같고복잡하고,"머물어볼때마다 사업자번호에 상호에 이름에 
장사 그렇게해도 사업자번호 쿠팡땜에 외워야 하나싶음
판매대금도 자동입금아니고 내가출금
조리시간설정 상관없는 배차 라이더들 일찍왔다 마냥 늦게왔다 난리 피씨에서 되는거 모바일은 왜안됨?
아.... 진짜 거지같고 스트레스받음
이따구로 만들어 놓고 머이런 쓰레기같은 중개앱이있지"
2021-02-16 03:46:08,1,0,0,그냥 업계에서 사라지세요 ㅋㅋㅋㅋ,"걍 업계에서 사라지세요 ㅋㅋㅋ
진짜 사장입장에서 제일 쓰기 싫은 배달어플이니깐
조리시간은 기사분들한테 전달도 안되면서 대체 왜 만들어논건지? 
음식 빨리 만들면 뭐함? 기사분들 늦게오고 손님 주소도 확인안되고ㅋㅋㅋㅋ
최소한 기사분들 시간맞춰서 오실수 있게끔 시스템을 만들어 주던가 그냥 개판인데 ㅋㅋㅋ 이래놓고 뭐 배민을 따라잡어? 집가서 잠이나 자세요 그냥 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 웃기고 자빠지셨네 아주"
2021-02-15 22:08:54,3,0,0,주문 수락은 어떻게 하나요?,"아이폰 모바일폰으로 주문이 들어왔는데, 주문 수락은 어떻게 하나요?
주문 수락하라고 고객센터에서 전화가 반복으로 오네요. 주문 수락이 따로 있나요? 주문수락은 어디를 눌러야 하나요?"
2021-01-20 20:22:57,2,0,0,업체 수락 안돼,주문 받을땐 쿠팡이츠 앱 네트웍트 고장나기땜에 주문 수락 안돼 머예요?? 쿠팡이츠스토어 유저의 입장을 이해보고 문제랄 해결해줘 빨리
2021-01-19 05:35:49,1,0,0,고객 배달주소,"배달누락이나 환불 요청 들어올때  시간으로만 고객 주문번호 찾기가 너무 어려워요 ,

간략하게 라도 고객 주소가 떴으면 좋겠네요"
2021-01-15 03:23:45,5,0,0,이딴식으로 할겁니까?????,"조리시간 최대 60분 이라서 상담전화하니까 뭐라고요??
그만큼 걸리는 시간 없으니까 알아서 지연 시간 더 추가하라고요?? ㅋㅋㅋ 
그리고 왜 조리시간을 배달 기사한테는 안보이게 하는거에요???? 
조리시간 80분 잡았는데 배달할 사람은 10분만에 오질않나 ㅋㅋㅋㅋㅋ 그사람이 취소하고 딴사람이 잡으면 또 바로 와버리고 업주도 짜증나고  배달 갈려는 사람도 짜증나고 왜 제대로 반영안해요??? 수수료만 줄줄 뽑아가네요^^"
2021-01-10 23:08:42,1,0,0,진짜 일처리 어떻게 하는건가요,"처음 메뉴입력 하시는분이 제대로 안해놔서
메뉴수정을 메일로 다시 보내드렸습니다. 
그런데도 수정사항 보낸거에서 메뉴를추가만 해놓으셨더라구요. 대체 그럴거면 메일을 왜 보내라고 하는건가요? 
메뉴수정 시스템이 너무 불편합니다. 쿠팡이츠 한번 입점하려고 이렇게 많은 시간이 들어가야 하나요? 이러다 코로나 다 끝나고 시작하겠네요"
2021-01-06 07:34:15,2,0,0,할말이 너무 많네요..,"우선 고객님들 댓글에 답변을 못하니 답답합니다.
문제가 있거나 불만족한 댓글에 충분한 설명과 사과의 댓글을 남기고싶은데
이건 뭐,, 아무말도 못하고 답답합니다.

그리고 주문수락을 해도 계속 울리는 알람 때문에 정신이 없습니다. 이 문제는 꼭 개선해주시길 바랍니다.

또한 조리시간과 주문지연을 설정해놔도 배달파트너님께는 전달되지않아 서로 불편한 상황이 되어버리고
전에 이러한 문제로 제가 고객센터에 연락드렸는데 답변은 배달파트너님에게 시간이 조금 걸리니 배달취소해달라고 부탁하라고 하셨죠
그래서 그렇게 했는데 되려 배달파트너님들은 저희쪽에서 배달수락률 떨어지면 책임지실거냐면서 화를 내시더라구요.

제발 개선하려는 성의라도 보여주세요.
전혀 나아지지않아 답답한 마음에 적어봅니다."
2021-01-05 21:53:16,1,0,0,제발 진동 오류,주문 온거 수락이건 거절이건 눌러도 핸드폰에서 진동이 ㅁ속 울려요
2021-01-01 02:59:39,1,0,0,제발 사장님들 목소리 좀 들어주세요,"- 메뉴 수정 , 가격 수정

사장님이 변경할수있게 해주세요. 메뉴 특성상 단가가 다  른 메뉴도 있는데  기본 1일은 걸리고 공휴일도 있으면 정말 느립니다. 필요한 때에 사장님이 직접 바꿀수 있도록 개선해주세요

- 사장님 댓글 기능

고객님들과 소통 창구입니다. 굳이 왜 막아두시는겁니까? 고객님의 불만사항을 해명할 수 있는 유일한 공간입니다.  

- 첫구매 , 재구매인지 확인 

첫 구매 손님인지 단골손님인지 업주입장에선 확인하고 싶습니다."
2020-12-31 03:29:55,1,0,0,시스템 형편없네요,시스템이 잘 정돈되있는것도아니고 그냥 배민따라잡으려하는데 업주입장에선 정말 사용하기싫네요 수락해도 알람은 계속울리고 조리시간여유있게잡으면 배달파트너들은 한참일찍와서 기다리고 부담스럽게; 그냥 배민같은 시스템하세요 쿠팡이츠는 그냥 24시간 사용중지해두려고요 ㅋㅋ
2020-12-28 23:55:08,1,0,0,가게 입장에서 많이 불편합니다.,"배달의민족에 비하면 시스템이 너무 불편하고 부족합니다. 

-리뷰에 댓글 달 수 있도록 개선 바랍니다. 
-주문자 정보 보호는 좋지만 가게 입장에서 답답합니다. 최소한 주문자가 가게로부터 몇 Km 거리에 위치하는지만이라도 표시해 주세요. 단골 여부를 알 수 있도록 첫주문/재주문 등으로 알 수 있도록 해주세요. 
-조리 시간 정확도 알고리듬 개선 바랍니다. 이건 가게 입장에서 “조리 품질”을 떨어뜨리고 있습니다. 시간도 중요하지만 맛있게 조리해야 하는데 시간 맞추느라 오히려 더 안 좋습니다. 그리고 가게를 경쟁에 치닫게 하는 점 마음에 안 듭니다. 
-배달 파트너 정보가 부족합니다. 배달 파트너가 도보/오토바이/차량으로 하는지 표시 좀 해주세요. 그리고 픽업 시간, 배달 완료 시간 표시해 주세요. 
-예약 주문 기능이 필요합니다. 고객이 1-2시간 뒤에 배송 받길 원할 경우 융통성(유연성)이 없는 쿠팡이츠로는 제대로 처리하기 어렵습니다. 지금은 고객에게 취소 후 시간 맞춰 주문해 달라고 해야하는 입장이네요. 
-메뉴 수정 쉽도록 개선 바랍니다. 이 다이나믹한 시대에 메일로 요청하라니요? 그것도 4일이 소요된다면서요?!?

지금 쿠팡이츠를 이용하는 건 하나라도 더 팔아볼려고 하는 겁니다. 사실 없어도 지장은 없죠. 
배달의민족 이길려면 분발 필요합니다. 이런 상태로는 절대 못 이깁니다. 아니 계속 아웃사이더로 남을 겁니다. 
안타까움(!)에 리뷰 남깁니다."
2020-12-25 19:41:12,1,0,0,ㄹㅇ...;;,"내가 내가게 음식 가격도 못 바꿉니까
뭐 이렇게 어렵게 해뒀어 배민으로 갈아탐"
2020-12-21 21:53:48,1,2,0,개선바랍니다.,"예상 준비시간보다 빨리 눌렀다고 조리시간정확도 퍼센트가 떨어져 전체적인 가게 이미지가 떨어지면 어떡하나요.. 손님들께선 빨리 받을 수 있다면 오히려 반기실건데 말입니다...? 제가 손님이 되어 배달을 시켜먹을때도 빨리오면 굉장히 좋아하면서 리뷰 한 줄이라도 더 달아드리고 합니다.
음식이 다 나왔는데 시간 지킨다고 안 누르고 있으면 식은 음식을 손님들께 드리라는 건 있어선 안 된다는 생각합니다.
 광고를 잠깐 봤을때 '내가 먼저 주문한 배달 먼저 받자!'라는 취지로 배★에서 놓친 문제점을 보완한 운영방식이라 손님도 매장도 서로 윈윈하는 좋은 취지라 생각합니다. 하지만 배달이라는게 음식이 완성되면 완성되는데로 바로 보내는게 당연한거 아닙니까? 어떤 때는 좀 빨리 만들어질 수도 있고 어떤 때는 좀 늦을 수도 있는데, 그중 늦는거 보다 빨리 가는게 더 좋지않을까요? 서로 불편하지 않도록 시간연장이라는 기능도 있는거 같은데 말입니다.
그래서 고객센터에 문의하려 전화 했더니 '정한 시간대로 준비완료를 누르세요', '다음에 배달을 하게되면 점수가 올라가지 않습니까' 이게 제가 문의한 부분에 제대로 된 답변이라 생각하십니까?
상담원과 통화 후 드는 생각이 손님과 매장을 연결해주시는 쿠팡인데 그 쿠팡에게 손님과 매장이 이간질 당하는 느낌이 들어요.
시스템이 만들어 놓는다고 전부가 아니잖습니까. 개선해야 될 부분이 생기면 수용하고 고칠줄도 알아야 더 좋은 시스템이 나오고 더 많은 이들이 찾게 되겠지요.
글에 그만 감정이 실려버렸네요. 그렇다고 틀린 말을 한 건 아닙니다. 못 고치신다면 쿠팡이츠를 이용하는 분들중 저희와 같은 생각을 하시는 분들이 손해를 감수하면서까지 쿠팡이츠를 이용해야 할 만한 이유라도 답해주세요.
음식을 받는 분들만 고객이 아닙니다. 쿠팡이츠를 사용해 음식을 보내는 저희들도 고객입니다. 예상 준비시간보다 빨리 눌렀다고 조리시간정확도 퍼센트가 떨어져 전체적인 가게 이미지가 떨어지면 어떡하나요.. 손님들께선 빨리 받을 수 있다면 오히려 반기실건데 말입니다...? 제가 손님이 되어 배달을 시켜먹을때도 빨리오면 굉장히 좋아하면서 리뷰 한 줄이라도 더 달아드리고 합니다.
음식이 다 나왔는데 시간 지킨다고 안 누르고 있으면 식은 음식을 손님들께 드리라는 건 있어선 안 된다는 생각합니다.
 광고를 잠깐 봤을때 '내가 먼저 주문한 배달 먼저 받자!'라는 취지로 배★에서 놓친 문제점을 보완한 운영방식이라 손님도 매장도 서로 윈윈하는 좋은 취지라 생각합니다. 하지만 배달이라는게 음식이 완성되면 완성되는데로 바로 보내는게 당연한거 아닙니까? 어떤 때는 좀 빨리 만들어질 수도 있고 어떤 때는 좀 늦을 수도 있는데, 그중 늦는거 보다 빨리 가는게 더 좋지않을까요? 서로 불편하지 않도록 시간연장이라는 기능도 있는거 같은데 말입니다.
그래서 고객센터에 문의하려 전화 했더니 '정한 시간대로 준비완료를 누르세요', '다음에 배달을 하게되면 점수가 올라가지 않습니까' 이게 제가 문의한 부분에 제대로 된 답변이라 생각하십니까?
상담원과 통화 후 드는 생각이 손님과 매장을 연결해주시는 쿠팡인데 그 쿠팡에게 손님과 매장이 이간질 당하는 느낌이 들어요.
시스템이 만들어 놓는다고 전부가 아니잖습니까. 개선해야 될 부분이 생기면 수용하고 고칠줄도 알아야 더 좋은 시스템이 나오고 더 많은 이들이 찾게 되겠지요.
글에 그만 감정이 실려버렸네요. 그렇다고 틀린 말을 한 건 아닙니다. 못 고치신다면 쿠팡이츠를 이용하는 분들중 저희와 같은 생각을 하시는 분들이 손해를 감수하면서까지 쿠팡이츠를 이용해야 할 만한 이유라도 답해주세요."
2020-12-16 07:46:18,1,0,0,이거 실행하면 음악이 꺼지네요,배민 요기요 알림울려도 유튜브나 벅스등 음악앱이 꺼지지 않는데 쿠팡만 실행시키면 음악앱들이 종료됩니다 너무 번거롭고 불편해요
2020-12-16 02:18:30,1,1,0,닭대가리들만 모아서 만들었나 싶다 진짜,"너네 배민 빨랑 잡아보겠다고 용쓰는건 알겠다만
지금 배달업계 현실상 니네 시스템이 말이 되냐 ??
아니뭐 중개료 배달료 받는건 양보해서 백번 이해한다 치자 
근데 이게 맞냐 ?? 니네가 생각해도 이상하지않냐 ??
업장이고 기사고 자기가 어디로 가야하는지 
어디로 음식이 가는지 
기사는 정확하게 언제 오는지 
알지도 못하는 상황에서 음식을 만들고 배달을 다닌다 ?? 개나소나 남녀노소 불어다 음식갖다주고 있으니
직업적 책임감의 상실은 기본이오 
지가 빨리와놓고 음식안나온다고 승질은 보너스냐
뭐 울며 겨자먹으며 니네 플랫폼 써가면서 
장사한다만 덕분에 제명에 못살고 나이 서른이 채 안돼서 머리털 다 빠지겄다 그때 되면 탈모약 로켓배송이나
부탁한다 . 돈많이벌자"
2020-12-09 00:03:13,1,0,0,고객님 리뷰에 댓글 달수 있게 해주세요,"고객님 리뷰에 댓글 달수 있게 해주세요
배달 외에 포장으로 계획 없으신지 궁금합니다"
2020-12-07 22:03:12,1,0,0,아 ㅋㅋ 어플 줫가치 못만드네,"아니 씻-팔 수락 받았으면 진동 
알람소리 좀 꺼지라고 씻~팔 진짜

내가 언제 꺼지나 가만히 냅두는데 
몇십분째 쿠팡이츠 주문! ㅇㅈㄹ이네 ㅋㅋ
수락 쳐 눌러줬으면 좀 꺼지라고"
2020-11-29 19:05:32,1,1,0,"메뉴 수정,추가 불편",메뉴 수정/추가를 굳이 이메일을 통해서 해야되서 불편합니다. 바로 되는 것도 아니고 4일 정도 걸리는데 타배달업체처럼 사용자 임의로 바로바로 바꿀 수 있었으면 좋겠습니다. 너무 불편해요ㅠ
2020-11-08 07:13:32,1,1,0,개선해야할게 많음,조리시간 설정하면 뭐함.. 기사들 15분이내 도착인데 매장와서 벌써부터 기다리고 있음. 업주들이 무슨 음식 바로 바로 찍어내는 기계도 아니고 배달파트너들은 자기 도착했는데 자기꺼 안나왔다고 주방 기웃거리고 한숨쉬고 발 동동 구름. 심지어 업주들한테 왜 안나오냐고 화 ㅈㄴ 냄. 배달파트너 교육 일단 시급하고 메뉴추가 가격변경 메일로만 변경되는거 몹시 매우 불편 별 한개도 아까움
2020-10-24 21:58:45,1,0,0,조리시간 왜 설정하냐,라이더 그냥와서 무작정대기 대기시간 뭐하러 설정함 ㅡㅡ 그리고 알림도 빨리 개선하삼 시끄러우죽겠음 어후 ㅡㅡ
2020-10-19 22:23:53,1,0,0,그냥 한번 몰락하면 없다고 생각해도 될 어플임,"고객이 환불까지도 다 받고도
악의적으로 리뷰 남겼는데
뭐 답댓도 못달곸ㅋㅋㅋㅋ그냥 리뷰 사라질때까지 쿠팡은 없다고 봐도 될정도임
주문 끊김>치타레벨 유지 힘듦>장거리고객들 노출안되서 주문 더 줄어듦>치타레벨 떨어짐
이 루트 탐ㅎㅎㅎㅎㅎㅎ
그냥 리뷰테러 당하면 배민 올인하세용 여러분"
2020-10-13 00:08:48,2,0,0,한 두번도 아니고,"사용 중인 네트워크 이상 없는데 폰에서 준비완료 처리가 안돼요..처리 좀 해주세요 그냥 폰 준비완료 좀 없애주세요 불편해 죽겠어요

직접 통화했고 이런 문의 받아본 적이 없어서 확인하고 연락 주신다더니 아직도 연락이 없네요 
매장 치타배달 레벨 떨어졌는데 어떡하실건가요..빨리 해결해주세요"
2020-10-10 18:33:04,1,0,0,몇번째인지..,한 일주일 정도? 계속 준비완료가 안눌리더라구요 네트워크를 확인해라 뭐 그러던데 새로고침해도 안되고 네트워크는 이상이 없는데 앱이 아주 이상이 있는거 같아요 빨리 좀 해결해 주셨으면 하네요
2020-10-05 19:51:15,1,0,0,"메뉴수정, 가격수정은 할수 있게 해주세요",일주일일씩이나 기다리라는건 말도 안되지 않습니까
2020-09-25 20:02:06,2,0,0,메뉴추가 / 수정 업자한테 넘겨주세요ㅜㅜ,"메뉴 추가수정하는데
2주 넘게 걸리는게 너무 답답해요ㅠㅠ

라이더분들 자동 배정되고
배달 빠른것도 좋은데
메뉴 품절만 설정할 수 있게 해놓은건
너무 치명적입니다ㅠㅠ"
2020-09-14 09:13:35,5,0,0,화면 기능 가로화면도 되게 해주세요,불편합니다ㅜㅜ 화면 기능 업데이트 부탁드립니다
2020-09-11 22:10:41,2,0,0,주문확인이불가,"주문이 들어와 전화가오지만 주문확인불가 3분뒤 자동취소
평점내려갑니다.
이글도 답변안해주겠죠"
