review,date,rating,y
처음엔 빨리 배달 해주고 딱 한집으로만 배달하는것같길래 굉장히 좋았는데 점점 별로네요시간도 중간중간 갑자기 늘고 배달 현황 보니까 길 돌아서 다른곳도 멈췄다가 오던데 정말 기분 나쁘네요,7/24/2021 3:50,1,0
분명 길안내 적어놨는데 배달 기사님 맨날 전화와서 길안내 같은거 안써있다고 하네요 소비자가 길안내 적는게 배달 기사님에게 안 보이면 쓸모없는 기능 아닌가요,7/23/2021 16:21,1,0
중식 시켰는데 다 불어서 못먹을정도로 오네,7/23/2021 11:37,1,0
필터링도 잘되고 무배도 많고 ㅎ 간편한 ,7/23/2021 7:07,5,1
잘 애용하고 있어요,7/23/2021 3:25,5,1
팔순넘으신 어머니가 계단 잘 못내려가시는데 친절하게 직접 올라와 현관 문 안에 넣어주고 가셔서 감사합니다 날도 많이 덥고 힘드셨을텐데 예의도 깍듯하신 배달해주신 청년분 울 어뮈께서 감사하다고 전하라 하셔서 원래 리뷰 한번도 안남기는 사람이었는데 최초로 남깁니다 안전운행하시고 건강하세요,7/23/2021 3:08,5,1
좋은데 더 설명할게없네요,7/22/2021 8:20,5,1
쿠팡이츠는 타 배달업체에 없는 매장들이 많아서 이용하게 되는것 같아요 그런점에서는 너무 좋지만많이 이용하는것에 비해서 쿠폰이나 적립이 없다보니 가격적인 면에서 혜택이 하나 없어서 고런 재미는 없는것 같아요 이런 아쉬운점 의견 반영되어 쿠폰이나 적립 제도가 많이 생기면 좋겠네요 ,7/22/2021 5:56,5,1
빠른 배달 광고에서 강조하면 뭐하나요 분 배달이라면서 분째 안오고 있는건 뭐죠 기다릴 수 있죠 근데 서비스 최적화해서 시간 노출하시라구요 라이더 품귀 상황을 반영해서 시간을 계산해야지 그런 것 하나 최적화 안하고 뭐하는지,7/22/2021 3:09,1,0
일에 책임감 있는 사람들을 고용해야지배달 잡아놓고 계속취소하는 그런 책임감 없는 배달원들 고용해놓고 고객센터는 전화도 잘안되고 뭐하자는 건지 모르겠네요 배달건수 취소하는거에 패널티 부여해야된다고 생각합니다 그런게 없으니 아무나 막 하는거 같네요,7/21/2021 11:58,1,0
주문과동시에 바로 결재 되면서 취소되는 것도 없고 음식 만든지분 넘도록 배달기사 생겼다 사라졌다 가게주위만 빙빙 돌고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 실시간으로 어딨는지 아는게 장점인줄 알았는데 다른곳 배회하는 모습만 보니까 속터지네요  한집 배달이라고 광고 오지게하시면서 배달기사도 못잡는 어플이면 배달어플이 기본도 안돼있고 ,7/21/2021 11:23,1,0
주문하고 배송시간 분 뜨길래 기다리고 있는데 도착 분 남겨놓고 업체 주문 취소거기다 고객센터 담당이란 사람은 업체가 너무 바뻐 취소했다 이 말만 앵무새 처럼 짖어대고 두번 다신 쿠팡은 안쓴다 퉷망하길 진심으로 빈다,7/21/2021 10:41,5,1
주문 다 취소되고 화남,7/21/2021 3:23,1,0
쿠팡 쇼핑할땐 가족이나 다른명의 카드로 결제만 잘되는데 쿠팡이츠는 왜 본인카드만 되는지업뎃좀해주세요,7/21/2021 2:41,1,0
햄버거개  음료잔 주문함 배달원 실수로 음료 쏟음  다시해달라고 했는데 기사님이 고객센터 전화하고 음식점 전화하고 심지어 배달완료상태라 고객이 직접 문의해야된다는 열받는 시스템으로 직접 문의함  무슨 링크 줄테니 음료 파손된거 사진찍어 올리라함  부분취소 안되는 매장이라 다시 배송이 안되서 쿠폰으로 준다함 하  매장측이랑 전화하더니 결국 재주문 넣어줌 근데 음료 잔인데 잔만 옴 그것도 거의 시간 지남 너무 빡쳐서 걍 환불해달라함  부분취소 안되는 매장이니 쿠팡이츠 쿠폰으로 주겠다함  싫다 했더니 방법이 없다함 다른고객도 다 쿠폰으로 줬다 어쩌고 지들이 잘못해놓고 내가 왜 내돈내고 환불도 못받는지도 모르겠고 다시 쓰기도 싫은 쿠팡이츠 쿠폰 받아야되는지요약 개노답 저세상 서비스  앞으로 절대 쓸일 없음,7/20/2021 10:02,1,0
배달도 빠르고 배달기사님들도 요청사항을 꼼꼼히 보시고 배달해주시는게 느껴집니다,7/19/2021 12:38,5,1
매번 밖에서 시켜먹는 사람으로써 일회용 수저 꼭 필요한데 이번에 바뀌고 나서 넘 불편해요 여러번 빼먹고 시켜서 수저사러 나가는게 더 오래걸려요ㅠㅜ 차라리 예전처럼 필요 없음에 체크하는게 더 나을 것 같아요,7/19/2021 10:00,4,1
배달비 천원씩 내는데오토바이로 오면 분 거리도보 배달 음식들고 분 진심 짜증나네요,7/19/2021 9:36,1,0
완전 좋아서 어플후기보는데 안좋은 후기가 많네요 저희동네는 좋았어요 배달 배민보다 훨 나아요,7/19/2021 9:34,5,1
잘못해서 주문하기 버튼 눌러버렸는데 수정이 안되 멘붕 ㅠㅠ 그냥 먹음,7/19/2021 3:50,2,0
배달비 무료아닌데 앞에 무료라서 명시하는거 수정해주세요,7/19/2021 3:14,3,0
개발자는 어플을 좀 점검하세요,7/19/2021 2:27,1,0
새벽시간에도 주문이 가능한 매장을 확인하고 싶은데 필터링 옵션이 없어서 찾기가 힘듭니다 현재 시간 운영중인 매장을 필터링 체크할 수 있는 기능을 넣어주세요 그리고 블루리본 매장만 따로 필터링 할 수 있는 기능도 있으면 좋을 것 같습니다,7/18/2021 21:27,5,1
점 없나회사 마인드 노답 사람귀한줄 모르는 답없는 곳 절대 안씀,7/18/2021 17:03,1,0
배고파뒤지겠어서 마라탕 고르고 결제하려는데 계속 알수없는 오류나서 결제가 안되네 재설치해도 똑같음 배민도 이제 위치 나오니까 배민써야지 안녕 쿠팡은 쿠팡만 써야지,7/18/2021 16:05,1,0
츄털 음식에 들어있었음,7/18/2021 12:05,1,0
최소주문금액부터 무료배달이 아닌건 자세히보기를 누르지않는 이상 바로 알 수가 없어서 아쉬워요 배민이 최소금액이 너무 높고 배달비 겁나 비싸서 여길 왔는데 배민보다는 좋네요,7/18/2021 11:53,4,1
배민에서 요기요로 거기서 쿠팡이츠로 쿠팡없음 못살세상입니다,7/18/2021 9:16,5,1
쿠팡이츠 편리하고 빠르고 정말 좋습니다,7/18/2021 4:53,5,1
아니 조리시간보다 일찍 와서는 자꾸 제촉하고 그래서 잘 타일러서 말 했는데 갑자기 배차 바꿔버리고 말도없이 도망가네 진짜 그냥 오토바이만 탈줄알면 다 뽑는건가 적어도 인성이 되어있는 사람으로는 뽑아놔야 하는거아닌가요 무슨 장난치는것도 아니고 본인이 일찍 와놓고선 배달음식 안나왔다고 제촉이나하고 기분나쁘면 그냥 취고하고 가버리고 그것때문에 다른배차 분이나 기다려서 얼마나 불편한지 아세요 좀 사람다운사람을 좀 씁시다,7/17/2021 14:19,1,0
치타배송으로 시켯는데도 한 집은 무슨ㅋㅋㅋ 들릴 수 있는 모든 곳 들려서 오는 중 한시에 주문해서 기다리고 있는데 분쯤 전화와서 배달원이 음식을 다른 곳에 배달했다고 재주문하거나 취소해주겠다고 시 다되가는 시간에 하ㅠㅠ 위치가 멀지 않으면 주소 파악해서 가져다 주는 등 대안 제시 그런것 없이 그냥 메뉴얼대로만 재주문취소 중에 고르라고 앵무새 답변상담원 잘못도 아니고 어디까지나 배달원 잘못이지만심지어 잘못 배달해놓고 전화도 안받음 노답 그럼에도 응대가 너무 실망스러워서 화만 남ㅎ나는 치타 뭐시기 배송을 시켯지만 결국 한시간 반 지나서야 밥을 먹을 수 있었음ㅋㅋㅋ,7/17/2021 11:32,1,0
코로나때문에 이렇게 배달이되니 좋네요,7/17/2021 5:00,5,1
한 눈에 확인되는 퀵 배달,7/17/2021 2:25,5,1
광고에서는 배달 빠르다 빠르다 해서 주문 했는데시간분정도 기다리고 전화하니깐 그제서야 죄송하다고 하시네요 쿠팡실망입니다,7/16/2021 15:59,1,0
다른데 들렸다 오는지 바로 오는지 확인 가능해서 좋아요,7/16/2021 11:19,5,1
왜 사람이 배달하는지 모르겠습니다 배달 중 문제있음 라이더와 고객센터 서로 책임회피 하고앞으로도 절대 사용할 생각 없습니다,7/16/2021 10:56,1,0
회사에서 법인카드로 결제를 하다 보니 만나서 결제를 할 수밖에 없는데 쿠팡이츠는 지원이 안돼서 너무 아쉬워요 ㅠㅠ 배민은 배달이 너무 느려서 쓰고 싶지가 않지만 만나서 결제 때문에 어쩔 수 없이 계속 쓰는 중이랍니다 언젠간 쿠팡이츠도 지원이 되겠죠,7/16/2021 3:24,5,1
배달원이 ㅋㅋㅋㅋㅋㅋㅋㅋ 현관 문 못 열어서 삼십 분을 기다렸습니다 전화도 안 하시고 그 시간 내내 계속 앞에서 현관 비번 시도하고 계셨다고 하네요 ㅋㅋ 그리고서는 제가 배달 요청사항에 현관 여는 법 안 썼다고 화를 내시더라고요 어이가 없어서 진짜,7/16/2021 1:58,1,0
최고예요,7/15/2021 13:46,5,1
요즘 배민보다 더 자주 이용할까합니다주변에 좋다고 소문내는중요튼히 배달빠른메뉴 추천도 맘에들고전체적으러 가테고리가 보기 편하네요이벤트 행사 많이해주시면 더 감사하겠습니당,7/15/2021 12:28,5,1
전문 배달하는 사람을 쓰던지 분거리에서 주문했는데 배달하는 사람이 집주소를 분동안 통화해서 물어보고있네ㅡㅡ,7/15/2021 10:09,1,0
죄송하다고만 하면 끝난 돈을 벌엇으니 그냥 니들은 식어빠진거 걍 드셈 이거냐ㅡㅡ배째라식이네 배달기사없음 배달앱접어,7/15/2021 9:48,1,0
십분걸릴거 이십분 걸리고 길도 똑바로 못찾네요,7/15/2021 4:06,1,0
앱설치하면 쿠폰 오천원 두장 준다길래 설치했더니 쿠폰 번호입력하라고만 나옴 허위광고인가 과장광고인가 아님 또 깨알처럼 이런 저런 조건달아서 쿠폰주는 낚시성인가,7/14/2021 7:57,1,0
자전거로 배달하면 길도 잘 못찾아서 엄청 오래 걸리는데 왜 오토바이나 차랑 배달비가 같은가요주문시에 라이더 종류 선택하고 자전거는 몇백원이라도 할인해주세요거리도 멀고 다 식거나 불수도 있는걸 자전거로 배달하는게 말이 되나요,7/14/2021 7:31,1,0
아니 무슨 배달비 무료라해서 시킬려고 하면 배달비 다붙어있고 뭘 믿을수가 있어야지 음식을 시키면 파트너가 안잡혀서 음식 늦고 이렇게 책임없이 할거면 애초에 왜 어플을 만들어서 욕을 쳐먹는거야 개발자ㄴ아,7/14/2021 6:48,1,0
배민 킬로 건당 천원 쿠팡 같은거리 원 쿠팡이츠 주문하시는분들 요새 배달느리다는 리뷰들 봤는데 이런이유입니다 배송지 재수없는장소 걸리면 시간당 최소인권비도 안나와요 배달하던사람들 쿠팡의 갑질과 건당 단가 하락시키면서 타업체로 대부분 이전했습니다 그래서 배달도 늦고 엉망으로만든 배달파트너 앱 시스템으로인해 배달원들도 쿠팡에 갑질당하는 영향도 큽니다 말도안되는 배달 수락률 시스템 때문에 정말 욕을 곱씹으며 배달 할때도 많아요 쿠팡관계자분들 정신 좀 차리세요 날로 얻어 먹으려고 좀 하지말고 배달도 하고 이용도 하는 입장이라서 말씁드립니다 쿠팡이츠 배달파트너 앱 가셔서 기사들이 쓴 리뷰들 한번 보시면 왜 이렇게 변했는지 답을 금방 알수 있습니다,7/14/2021 3:36,1,0
광고에서는 한주문에 한배달 쓴다고했는데 오늘 두주문받고 배달오네요,7/13/2021 3:37,1,0
왜 평점이 인지 이해가안가네인터넷에 치킨공짜로 준다고 광고 ㅈㄴ하길래가입했더니 개 라 걍 스레기쿠팡 스레기기업 ㅅㄱ손절,7/13/2021 1:28,1,0
이게 뭐임 아무것도 안나옴 ㅋㅋㅋㅋ 지역에 이름도 안나오고 ㅋㅋㅋ 아이폰유저인데 폰 문제는 아닌것같은뎈ㅋ,7/13/2021 1:10,1,0
열힘히 해서 유명해지면 좋겠어요,7/12/2021 22:58,5,1
배고플때 빠른배달 최고입니다게다가 별점이 매우 신빙성 있어서 별점믿고 주문하면 실패하지 않아요  요즘 쿠팡잇츠 덕분에 자주 외식합니다,7/12/2021 9:40,5,1
이 시국에 마스크 안끼고 배달을 하게끔 운영하면 어쩌자는건지그리고 배달 잘못해놓고 고객센터 전화하니 배달 당연히 잘 될줄알고 시키고 나간 어머니 본인 아니면 도와줄수없다고아니 당신들이 도와주는게 아니라 당신들이 제대로 일처리 못한거 정리해달라는건데 도와줘 얼탱이가 없네,7/12/2021 4:06,1,0
배민보다 훨씬 좋음,7/12/2021 3:50,5,1
고객센터 연결 ㅈ도 안됨ㅈ망 어플,7/12/2021 2:13,1,0
파트너 일째 입니다 투잡으로 하고 있어요 저는 솔직히 불만이 있습니다 무작위 콜이 들어오면 승락 안하면 불이익이 있는 제도가 조금 문제인듯 한데 그것보다 문제는 선택권이 없다는 겁니다 생각해 보세요 다른데에 비해 배달비도 싼데 가는거리도 만만치 않고 무슨산속으로 들어가고 군인아파트 같은데요 배달가면 픽업도 없고 픽업기다려서 들어오면 이동하는 거리도 멀고 산속같은데라 공차로복귀 하고 담당지역까지 공차로가서 콜잡거나 배달도착지에서 너무멀어 시간 날릴까봐 완전다른지역에서 왔다리 갔다리 해야되는시스템 다른 배달앱에 비해 선택권이 없습니다 배달파트너 모두가 불만이듯합니다 그리고 또 일부 약아 빠진 사람들이 장거리가도 돈안되니 오토바이나 차로 등록 해제하고 자전거 도보로 등록 했다 가까운거리만 단시간에 하고 어느정도 성에 차면 다시 오토바이나 차로 등록 하고 번갈아 가며 일하더라구요 양심적으로 하는 사람들은 바보 입니까 예를들어 시내배달 집중지역 에서 업어지면 코박을 거리에서 군데 쳐서 원 버는거랑 장거리가서 여기가 어딘지도 모르는곳에 가서원 버는거랑 같은가요먼거리를 공차로 오는데요 정말로 자전거및 도보 하시는분들은 가까운데만 배정 시키세요 차 오토바이 있는사람은 등록수정 못하게 고정시키구요 도보 자전거는 가까운데 배정되니까 오토바이로 하는사람도 이동수단 도보 자전거로 지정하자나요 픽업 안잡힌다고 가게들 불만이던데 이유가다 있습니다 이부분 확실히 고치세요 다시 말하지만 저는 바보래서 양심상 하는게 아닙니다 이동수단 수정 못하게 관리하세요  욕나옵니다,7/11/2021 17:20,3,0
배달비를 냈으면 얼마를 시키든 주문할수있는거 아닌가 배달비에 최소주문비는 잘못됨 천원만 시켜도 배달비를 내면 주문가능해야한다고 생각함 또 배달음식은 배달시간이 굉장히 중요한데 솔직히 오토바이말고 자동차나 가끔 자전거 걸어서배달 걸리면 짜증남 배달팁을 더 주고 오토바이를 선택할수있게 해주세요,7/11/2021 15:41,5,1
포장 주문도 되게 해 주세요 사진이 음식을 잘 표현해서 고를때 유용하니 좋아요 근데 포장 안되서 여기서 검색하고 배민에서 결제하게 되요그리고 배민 디스 하는 광고 여러 집 들렸다 온다는 둥 스파게티에서 족발 냄새 난다는 둥 사실 배민 시켜서 다른 음식 냄새 난 적 전혀 없었어서 공감 안가요 그리고 쿠팡이츠가 더 느릴때도 많아요 ㅋㅋㅋ 이거 이제 안먹히니까 다른 광고 하셔도 될거 같아요 속도보다 다른 이점이 더 우위에요ㅋㅋ메뉴 사진도 배민보다 낫고 가게 종류도 많은 경우 있으니 그런거좀 이용하셔도 될거같아여,7/11/2021 9:50,5,1
역시 요기요가 최고,7/11/2021 9:10,1,0
요즘 시대가 어떤시대인데 휴대폰결제도 없나요,7/11/2021 6:31,1,0
시에 주문해서 시 분에는 받기로 되어 있었는데 계속 지연되더니 시 분이 넘어 지연되어 오늘 안에 올지도 모르겠네요 주문 취소하려 가게에 전화하니 배달원 탓을 하고 고객 센터는 전화 받지도 않고 그냥 다른 배달 앱 사용하겠습니다,7/11/2021 5:44,1,0
너무 빠른 결제에 깜놀하기는 했지만 그 편리함에 사용하는 거네요 결제가 무지 빨라서 주문할 때 정심 바짝 차려야 할듯 주문메뉴 확인 배너 한번 더 띄어 주셨음 하네요,7/10/2021 13:12,5,1
탈퇴,7/10/2021 11:31,1,0
앱 자체가 개 쓰레기같아용 갑질어플이 어디 가겠어 ㅋㅋ 그리고 진심 자전거로 배달왜하냐 아이스크림을 자전거로 배달하는 ㅁ친 놈이 어딨어ㅡㅡ 녹으면 니네가 보상해줄껴,7/10/2021 9:38,1,0
배달원이 배달완료하고 어디감 ㅋ 환불하면 그만인데 고객은 시간 다날리고 기분나쁘고 배고프고 이런거 떠나서 체계안잡힌 배달시스템 그냥 문제생기면 고객만 손해,7/10/2021 7:17,1,0
상위에 띄워주는데 배달시간짧은걸 안띄워주고 애먼 엉뚱한데다가 쳐 띄워주네요 ㅋㅋ 제가 잘못이기도하지만 매일 이렇게띄워서 헷갈리게 하고 배달 빠른곳을 제가 직접찾아야하는데 다시는 쓰지않겠습니다,7/10/2021 7:11,1,0
될거 같지도 않은 배달은 왜 하냐,7/10/2021 5:04,1,0
배달배ㅃㅂ,7/9/2021 4:56,5,1
저는 쓸때마다 만족해요 ㅎㅎ 재택중이라 점심먹고 커피시켯는데 분만에 와서 후식으로 딱 좋아요 흥해라 쿠팡 ,7/9/2021 3:56,5,1
답답하네요,7/9/2021 3:12,1,0
매번 배달원이 집을 못찾아요 지도를 제대로 표시를 하던가요 이게 몇번쨉니따,7/9/2021 3:04,1,0
쿠팡이 쿠팡했다,7/9/2021 2:41,1,0
매번 배고파서 치타배달로 시키는데 배달 중간에 취소할 수도 없고 자동차만 매칭되면 엄청 늦네요 배민도 비슷한게 나왔겠다 갈아탑니다 차량배송이 시간을 못지킬것 같으면 치타배달에서 제외해야할것 같은데 매번 낚이는 기분이에요,7/8/2021 12:04,1,0
로그인하다 굶어죽었죠들어가보니 직접 결제 안 되죠부모님 카드 잠깐 등록해서 쓰는 것도 안 되죠,7/8/2021 4:36,1,0
너무 편리하고 좋아서 잘쓰고있는데요 가족끼리 모였을때나 어른들 음식시켜드릴때 본인명의 카드만 되는거 너무 불편해요 다른사람 카드로 제가 시킬수도 있는건데 어떻게 개선 안되나요,7/8/2021 1:09,5,1
악덕기업 쿠팡 사업들 불매합니다,7/7/2021 15:55,1,0
쿠팡이츠랑 배달환불진상때문에 사람이죽었다는데 이용안함 그지같은 업체 제대로 알고관리해라 손님이 갑아니다 진실여부확인하고 배상을해주던 말던 하라해라 중간다리역할이면서 갑행세하고 사람 스트레스 줘서 죽게하니 뉴스보고 어이없어서 앱지우고 침밷네요,7/7/2021 15:33,1,0
치타치타죠아요,7/7/2021 13:16,5,1
분 걸린다는거 시간분 걸리는 건 좀 아니지않난요  앱에 배달시간은 어떻게 세팅되나요 엉망이네,7/7/2021 11:01,1,0
편하게 음식 시켜 먹을 수 있어서 좋아요,7/7/2021 9:26,5,1
무료배달 아니면서 왜 무배라고 자꾸 구라쳐요 결국엔 원 추가하는게 배달비지 뭔 무배에요 그냥 똑바로 써놓게해요,7/7/2021 3:14,3,0
뒤늦게 사과하면 뭐합니까,7/6/2021 23:52,1,0
치타배달 배달가능예상시간 분 적어놓고 시간이 넘게 걸리네요 진짜 장난하시나요 이런적이 한 두번도 아니고 매번 이러면 어쩌자는거 쿠팡이츠를 쓰는 이유가 배달이 빨라서인데 이러면 그냥 다른 어플 쓰죠 다른 어플이 들어와있는 가게들도 많은데ㅋㅋㅋㅋㅋ진짜로ㅋㅋㅋㅋㅋ뭐하자는건지 모르겠네요,7/6/2021 8:04,1,0
배달팁 자세히를 보려고하면 안 눌러져요ㅜ랜덤으로 눌리는것같아요 개선부탁드려요,7/6/2021 0:18,3,0
배달도 빠르고 너무 맛있어요감사합니다짱짱짱,7/5/2021 15:30,5,1
요기요는 아이패드 지원해서 큰 화면으로 봐서 좋은데 쿠팡잇츠는 언제쯤 아이패드까지 자원해줄건가요,7/5/2021 14:29,3,0
